"PlotVisit","Biomass","ForageBiomass","HerbaceousBiomass","ForageForbBiomass","ForbBiomass","HerbaceousForageBiomass","ShrubBiomass","GrassBiomass","ForageShrubBiomass","PlotID","Date","Latitude","Longitude","PlotYear"
"1101.2015-08-11",203.173245521554,135.475561524283,21.9866666666667,0,0.88,21.1066666666667,181.186578854888,21.1066666666667,114.368894857616,1101,2015-08-11,45.81963,-114.27502,"1101.2015"
"1102.2015-08-11",66.6057175633284,38.7776265422629,20.3733333333333,5.02222222222222,5.44,19.9555555555556,46.2323842299951,14.9333333333333,18.8220709867074,1102,2015-08-11,45.82174,-114.27261,"1102.2015"
"1103.2015-08-11",391.683264530893,155.839179345687,21.1066666666667,2.24852689793866,9.17333333333333,13.7185268979387,370.576597864226,11.9333333333333,142.120652447748,1103,2015-08-11,45.81951,-114.26773,"1103.2015"
"1104.2015-08-11",29.9758185223516,23.4493987692652,20.3066666666667,4.48691358024691,11.0133333333333,13.7802469135802,9.66915185568495,9.29333333333333,9.66915185568495,1104,2015-08-11,45.82141,-114.27317,"1104.2015"
"1105.2015-08-11",226.576812912962,22.4304761904762,22.72,1.07047619047619,1.36,22.4304761904762,203.856812912962,21.36,0,1105,2015-08-11,45.82006,-114.27076,"1105.2015"
"12.2014-08-29",155.319818755154,149.954485421821,9.17333333333333,2.27466666666667,7.64,3.808,146.146485421821,1.53333333333333,146.146485421821,12,2014-08-29,46.57597,-113.83202,"12.2014"
"1200.2015-07-16",101.106666666667,24.882042042042,101.106666666667,0,0,24.882042042042,0,101.106666666667,0,1200,2015-07-16,46.67586,-114.00526,"1200.2015"
"1201.2015-07-16",54.0533333333333,19.6018376068376,54.0533333333333,2.155,5.74666666666667,19.6018376068376,0,48.3066666666667,0,1201,2015-07-16,46.67507,-114.00693,"1201.2015"
"1202.2015-07-16",104.373333333333,60.7328484848485,104.373333333333,0,0,60.7328484848485,0,104.373333333333,0,1202,2015-07-16,46.69481,-114.02106,"1202.2015"
"1203.2015-07-16",96.1466666666667,48.5251051051051,96.1466666666667,0,1.73333333333333,48.5251051051051,0,94.4133333333333,0,1203,2015-07-16,46.69595,-114.02146,"1203.2015"
"1204.2015-07-16",116.143701451446,36.82170995671,72.9333333333333,0,7.36,36.82170995671,43.2103681181132,65.5733333333333,0,1204,2015-07-16,46.69637,-114.02289,"1204.2015"
"1205.2015-07-16",75.7866666666667,46.3869273378951,75.7866666666667,0,0,46.3869273378951,0,75.7866666666667,0,1205,2015-07-16,46.6951,-114.02276,"1205.2015"
"1206.2015-07-16",83.3733333333333,14.7340711462451,83.3733333333333,0,0.466666666666667,14.7340711462451,0,82.9066666666667,0,1206,2015-07-16,46.69736,-114.02206,"1206.2015"
"1207.2015-07-31",36.8266666666667,18.1837037037037,36.8266666666667,0.303703703703704,18.9466666666667,18.1837037037037,0,17.88,0,1207,2015-07-31,46.70684,-114.03217,"1207.2015"
"1208.2015-07-31",54.0533333333333,31.6168115942029,54.0533333333333,0.536811594202898,22.9733333333333,31.6168115942029,0,31.08,0,1208,2015-07-31,46.7061,-114.03335,"1208.2015"
"1209.2015-07-31",37.4133333333333,29.5655555555556,37.4133333333333,1.49555555555556,8.97333333333333,29.5655555555556,0,28.44,0,1209,2015-07-31,46.70509,-114.03422,"1209.2015"
"1210.2015-08-27",81.52,25.5066666666667,81.52,0,56.0133333333333,25.5066666666667,0,25.5066666666667,0,1210,2015-08-27,46.70617,-114.03466,"1210.2015"
"1211.2015-08-27",34.76,20.6266666666667,34.76,0,14.1333333333333,20.6266666666667,0,20.6266666666667,0,1211,2015-08-27,46.70494,-114.03242,"1211.2015"
"1212.2015-07-21",67.7866666666667,55.3897777777778,67.7866666666667,0,0,55.3897777777778,0,67.7866666666667,0,1212,2015-07-21,46.48051,-113.94422,"1212.2015"
"1213.2015-07-21",122.906666666667,46.4186772539289,122.906666666667,0,1.64,46.4186772539289,0,121.266666666667,0,1213,2015-07-21,46.47941,-113.94303,"1213.2015"
"1214.2015-07-21",105.198567031481,60.6813053613054,81.64,2.4430303030303,2.89333333333333,60.6813053613054,23.5585670314806,78.7466666666667,0,1214,2015-07-21,46.48006,-113.94714,"1214.2015"
"1215.2015-07-21",63.7866666666667,48.8311007368111,63.7866666666667,0,0,48.8311007368111,0,63.7866666666667,0,1215,2015-07-21,46.47782,-113.94644,"1215.2015"
"1216.2015-07-21",57.7466666666667,50.513708145927,57.7466666666667,0,0,50.513708145927,0,57.7466666666667,0,1216,2015-07-21,46.47841,-113.94465,"1216.2015"
"1217.2015-07-31",327.866895139016,51.300229352347,58.7466666666667,12.3009090909091,13.5333333333333,51.300229352347,269.120228472349,45.2133333333333,0,1217,2015-07-31,46.48507,-113.94688,"1217.2015"
"1218.2015-07-31",84.7741038126768,60.9259437229437,67.4533333333333,15.155,17.32,60.9259437229437,17.3207704793434,50.1333333333333,0,1218,2015-07-31,46.48972,-113.94481,"1218.2015"
"1219.2015-07-31",83.6933333333333,68.9486611721612,83.6933333333333,28.5384047619048,33.2266666666667,68.9486611721612,0,50.4666666666667,0,1219,2015-07-31,46.48823,-113.94223,"1219.2015"
"122.2015-07-22",156.54258169194,133.499993334757,12.6533333333333,0,8.12,4.15111111111111,143.889248358607,4.53333333333333,129.348882223646,122,2015-07-22,46.71025,-113.89076,"122.2015"
"1220.2015-07-31",149.024469407044,32.3991666666667,44.4533333333333,16.4125,17.5066666666667,32.3991666666667,104.571136073711,26.9466666666667,0,1220,2015-07-31,46.48859,-113.94427,"1220.2015"
"1221.2015-07-31",192.938148446304,30.6688484848485,31.3733333333333,2.09066666666667,2.61333333333333,30.6688484848485,161.564815112971,28.76,0,1221,2015-07-31,46.48534,-113.94415,"1221.2015"
"1227.2015-07-22",72.68,32.8743679712101,72.68,0,7.81333333333333,32.8743679712101,0,64.8666666666667,0,1227,2015-07-22,46.71213,-114.03623,"1227.2015"
"1228.2015-07-22",63.44,54.3247301587302,63.44,0,0.12,54.3247301587302,0,63.32,0,1228,2015-07-22,46.71537,-114.03191,"1228.2015"
"1229.2015-07-22",36.48,7.16302521008403,36.48,0,0,7.16302521008403,0,36.48,0,1229,2015-07-22,46.71447,-114.03476,"1229.2015"
"123.2015-07-22",68.3156900721984,11.1632184461117,16.56,0.768377171215881,12.84,2.62837717121588,51.7556900721984,3.72,8.53484127489583,123,2015-07-22,46.70776,-113.89333,"123.2015"
"1230.2015-07-22",23.6533333333333,23.24,23.6533333333333,0,0,23.24,0,23.6533333333333,0,1230,2015-07-22,46.71962,-114.03295,"1230.2015"
"1231.2015-07-22",24.4533333333333,11.6342857142857,24.4533333333333,0,0,11.6342857142857,0,24.4533333333333,0,1231,2015-07-22,46.72213,-114.03445,"1231.2015"
"124.2015-07-22",420.423707636839,354.455044964466,27.5466666666667,0,12.4,14.56,392.877040970172,15.1466666666667,339.895044964466,124,2015-07-22,46.7101,-113.88985,"124.2015"
"1241.2015-08-05",32.7466666666667,0.386666666666667,32.7466666666667,0.386666666666667,29.9866666666667,0.386666666666667,0,2.76,0,1241,2015-08-05,46.68063,-114.03706,"1241.2015"
"1242.2015-08-05",63.04,0,63.04,0,62.1333333333333,0,0,0.906666666666667,0,1242,2015-08-05,46.68016,-114.03416,"1242.2015"
"1243.2015-08-05",55.3066666666667,0.726666666666667,55.3066666666667,0,52.4,0.726666666666667,0,2.90666666666667,0,1243,2015-08-05,46.68143,-114.03297,"1243.2015"
"1245.2015-08-31",211.106666666667,211.106666666667,211.106666666667,0,0,211.106666666667,0,211.106666666667,0,1245,2015-08-31,46.57967,-113.96089,"1245.2015"
"1246.2015-08-31",183.8,183.8,183.8,0,0,183.8,0,183.8,0,1246,2015-08-31,46.57936,-113.95898,"1246.2015"
"1247.2015-08-24",207.053333333333,204.893427811305,207.053333333333,121.733427811305,123.893333333333,204.893427811305,0,83.16,0,1247,2015-08-24,46.59946,-113.93914,"1247.2015"
"1248.2015-08-24",129.706666666667,124.414850447117,129.706666666667,53.32,53.32,124.414850447117,0,76.3866666666667,0,1248,2015-08-24,46.59611,-113.9437,"1248.2015"
"1249.2015-08-24",12.4533333333333,11.4497777777778,12.4533333333333,4.59644444444444,5.6,11.4497777777778,0,6.85333333333333,0,1249,2015-08-24,46.60378,-113.93877,"1249.2015"
"125.2015-07-22",637.622490115605,391.641507465253,5.09333333333333,0,2.57333333333333,2.52,632.529156782271,2.52,389.121507465253,125,2015-07-22,46.70846,-113.89109,"125.2015"
"1250.2015-08-24",86.6533333333333,85.5377777777778,86.6533333333333,56.0177777777778,57.1333333333333,85.5377777777778,0,29.52,0,1250,2015-08-24,46.59833,-113.94372,"1250.2015"
"1251.2015-08-24",241.866666666667,240.146485388301,241.866666666667,169.399818721635,171.12,240.146485388301,0,70.7466666666667,0,1251,2015-08-24,46.60011,-113.94244,"1251.2015"
"1252.2015-08-31",459.306666666667,271.456188552189,459.306666666667,271.456188552189,443.76,271.456188552189,0,15.5466666666667,0,1252,2015-08-31,46.5778,-113.96169,"1252.2015"
"1254.2015-08-03",138.853333333333,136.570639914881,138.853333333333,55.1196595227238,56.5866666666667,136.570639914881,0,82.2666666666667,0,1254,2015-08-03,46.54859,-113.95792,"1254.2015"
"1256.2015-08-03",135.413333333333,108.515528138528,135.413333333333,21.4873376623377,21.68,108.515528138528,0,113.733333333333,0,1256,2015-08-03,46.5468,-113.95878,"1256.2015"
"1257.2015-08-03",252,251.501698542525,252,152.381698542525,152.88,251.501698542525,0,99.12,0,1257,2015-08-03,46.54859,-113.96088,"1257.2015"
"1258.2015-08-27",456.053333333333,448.694780457638,456.053333333333,418.294780457638,425.653333333333,448.694780457638,0,30.4,0,1258,2015-08-27,46.59108,-113.94801,"1258.2015"
"1259.2015-08-27",148.8,148.8,148.8,0,0,148.8,0,148.8,0,1259,2015-08-27,46.59225,-113.95035,"1259.2015"
"1260.2015-08-17",52.4133333333333,43.3372750992626,52.4133333333333,20.4285271317829,20.5066666666667,43.3372750992626,0,31.9066666666667,0,1260,2015-08-17,46.46897,-113.94883,"1260.2015"
"1261.2015-08-17",71.52,67.6899255057667,71.52,8.65333333333333,8.65333333333333,67.6899255057667,0,62.8666666666667,0,1261,2015-08-17,46.46987,-113.94937,"1261.2015"
"1262.2015-08-17",25.84,25.84,25.84,22.3866666666667,22.3866666666667,25.84,0,3.45333333333333,0,1262,2015-08-17,46.46938,-113.94449,"1262.2015"
"1263.2015-08-17",73.8,44.08,73.8,28.1333333333333,28.1333333333333,44.08,0,45.6666666666667,0,1263,2015-08-17,46.47165,-113.95267,"1263.2015"
"1264.2015-08-17",75.9466666666667,68.6169168184578,75.9466666666667,30.1745901639344,30.4266666666667,68.6169168184578,0,45.52,0,1264,2015-08-17,46.46817,-113.94474,"1264.2015"
"1265.2015-08-27",109.586666666667,109.586666666667,109.586666666667,21.6,21.6,109.586666666667,0,87.9866666666667,0,1265,2015-08-27,46.47218,-113.95188,"1265.2015"
"1266.2015-08-27",48,47.799619047619,48,16.8662857142857,17.0666666666667,47.799619047619,0,30.9333333333333,0,1266,2015-08-27,46.47161,-113.95116,"1266.2015"
"1267.2015-08-27",62.56,56.7466666666667,62.56,52.3866666666667,52.3866666666667,56.7466666666667,0,10.1733333333333,0,1267,2015-08-27,46.46828,-113.94315,"1267.2015"
"1268.2015-08-31",87.5733333333333,87.5733333333333,87.5733333333333,75.0266666666667,75.0266666666667,87.5733333333333,0,12.5466666666667,0,1268,2015-08-31,46.4694,-113.94531,"1268.2015"
"1269.2015-08-31",55.8266666666667,55.7081481481481,55.8266666666667,51.92,51.92,55.7081481481481,0,3.90666666666667,0,1269,2015-08-31,46.4664,-113.94285,"1269.2015"
"131.2015-08-20",953.521050654612,59.0967566651266,46.8133333333333,0.06,0.68,41.3355555555556,906.707717321279,46.1333333333333,17.761201109571,131,2015-08-20,46.44442,-113.9044,"131.2015"
"132.2015-08-20",100.922166447349,70.5066873973705,28.6533333333333,0,0,22.4762278244631,72.2688331140152,28.6533333333333,48.0304595729074,132,2015-08-20,46.43963,-113.91031,"132.2015"
"133.2015-08-20",193.718737005723,143.195986578169,25.96,0.785142857142857,3.4,13.0419682539683,167.758737005723,22.56,130.154018324201,133,2015-08-20,46.44043,-113.90961,"133.2015"
"134.2015-08-20",603.675709473732,152.674936115379,29.3265613333333,2.26666666666667,5.66666666666667,25.9265613333333,574.349148140399,23.6598946666667,126.748374782046,134,2015-08-20,46.44423,-113.90306,"134.2015"
"135.2015-08-20",73.8846032980649,58.5558086129708,8.26666666666667,0,0,8.26666666666667,65.6179366313983,8.26666666666667,50.2891419463042,135,2015-08-20,46.44241,-113.90115,"135.2015"
"141.2014-08-20",162.990929607932,63.0814788356034,23.9333333333333,0.0666666666666667,18.8133333333333,5.18666666666667,139.057596274599,5.12,57.8948121689368,141,2014-08-20,46.72977,-113.76678,"141.2014"
"144.2014-08-20",114.080559798372,97.8805597983723,16.2,0,16.2,0,97.8805597983723,0,97.8805597983723,144,2014-08-20,46.73064,-113.76451,"144.2014"
"145.2014-08-20",285.168957917107,238.122153469424,18.6133333333333,0,8.77333333333333,9.84,266.555624583774,9.84,228.282153469424,145,2014-08-20,46.72842,-113.76938,"145.2014"
"146.2014-07-22",73.9337551081094,57.1630739121912,29.1066666666667,0,2.36,26.3093333333333,44.8270884414428,26.7466666666667,30.8537405788578,146,2014-07-22,46.82685,-113.92958,"146.2014"
"147.2014-07-16",785.922901454063,707.034367311867,33.8533333333333,0,12.08,20.3303703703704,752.06956812073,21.7733333333333,686.703996941496,147,2014-07-16,46.82719,-113.92465,"147.2014"
"148.2014-07-22",90.7717576829917,89.532576396442,25.32,0,0.573333333333333,24.0808187134503,65.4517576829917,24.7466666666667,65.4517576829917,148,2014-07-22,46.82853,-113.93294,"148.2014"
"149.2014-07-22",130.844288491491,103.680535017985,70.7066666666667,0.975198135198135,8.25333333333333,58.7813695637696,60.1376218248242,62.4533333333333,44.8991654542158,149,2014-07-22,46.82486,-113.93153,"149.2014"
