"IndivYr","Date","AvgGShrub"
"140050-14",2014-07-29,1.14915452984592
"140050-14",2014-07-30,0.748987095719568
"140050-14",2014-07-31,-0.74153910408456
"140050-14",2014-08-01,-0.960141127834478
"140050-14",2014-08-02,-0.0641419502771001
"140050-14",2014-08-03,-0.875502537672457
"140050-14",2014-08-04,-0.271180745707142
"140050-14",2014-08-05,-0.45831385770379
"140050-14",2014-08-06,0.236614100042953
"140050-14",2014-08-07,-0.507644633835026
"140050-14",2014-08-08,-0.00876228763906687
"140050-14",2014-08-09,-0.151823960450351
"140050-14",2014-08-10,-0.93557550695274
"140050-14",2014-08-11,-0.508184155489113
"140050-14",2014-08-12,-0.90960789536256
"140050-14",2014-08-13,-0.440918776332209
"140050-14",2014-08-14,-0.407895286435981
"140050-14",2014-08-15,-0.261369876606554
"140050-14",2014-08-16,-0.431301635869451
"140050-14",2014-08-17,-0.12655938239777
"140050-14",2014-08-18,-0.158483664847591
"140050-14",2014-08-19,-0.0016978048297468
"140050-14",2014-08-20,-0.290064733729576
"140050-14",2014-08-21,-0.10938339601534
"140050-14",2014-08-22,-0.134768025533059
"140050-14",2014-08-23,0.339359119087087
"140050-14",2014-08-24,0.17056540325138
"140050-14",2014-08-25,1.34256598557292
"140050-14",2014-08-26,1.69617788206407
"140050-14",2014-08-27,0.817103076235771
"140050-14",2014-08-28,-0.255289533710353
"140050-14",2014-08-29,-0.473615140132953
"140050-14",2014-08-30,-0.0645253651963744
"140050-14",2014-08-31,0.369094674500435
"140060-14",2014-07-01,-0.912381303008458
"140060-14",2014-07-02,-0.710477467912669
"140060-14",2014-07-03,-1.00840822850633
"140060-14",2014-07-04,0.399066558997239
"140060-14",2014-07-05,0.888602871792131
"140060-14",2014-07-06,0.450925638159446
"140060-14",2014-07-07,1.032057026082
"140060-14",2014-07-08,1.06392463380922
"140060-14",2014-07-09,0.707302243925396
"140060-14",2014-07-10,1.38877113997151
"140060-14",2014-07-11,0.396203800775245
"140060-14",2014-07-12,0.806316974113472
"140060-14",2014-07-13,0.622584328682537
"140060-14",2014-07-14,0.49926031001132
"140060-14",2014-07-15,-0.168341933242649
"140060-14",2014-07-16,-0.59667277455516
"140060-14",2014-07-17,-1.13512031378381
"140060-14",2014-07-18,-0.547452076495799
"140060-14",2014-07-19,-0.339836546214038
"140060-14",2014-07-20,0.138039940040743
"140060-14",2014-07-21,-0.335610150941246
"140060-14",2014-07-22,-0.274199912148916
"140060-14",2014-07-23,0.101452895550031
"140060-14",2014-07-24,-0.48199868354621
"140060-14",2014-07-25,-0.869419417954123
"140060-14",2014-07-26,-0.860856361926208
"140060-14",2014-07-27,-0.949297915978557
"140060-14",2014-07-28,-0.604126556110138
"140060-14",2014-07-29,-0.372210114288473
"140060-14",2014-07-30,0.152986287952412
"140060-14",2014-07-31,0.136586599555621
"140060-14",2014-08-01,0.299184948212493
"140060-14",2014-08-02,-0.199392876346697
"140060-14",2014-08-03,-0.286121627291358
"140060-14",2014-08-04,-1.08425167315829
"140060-14",2014-08-05,0.0146621127688727
"140060-14",2014-08-06,0.241574836334503
"140060-14",2014-08-07,0.497515458760629
"140060-14",2014-08-08,-0.386620104780091
"140060-14",2014-08-09,0.261313583785632
"140060-14",2014-08-10,0.0604101266550982
"140060-14",2014-08-11,-0.0905611976675026
"140060-14",2014-08-12,0.0642169455803364
"140060-14",2014-08-13,-0.285245172769618
"140060-14",2014-08-14,-1.18161119072427
"140060-14",2014-08-15,-0.695029930806467
"140060-14",2014-08-16,-0.702129255172894
"140060-14",2014-08-17,-0.831524530084496
"140060-14",2014-08-18,0.273612037252733
"140060-14",2014-08-19,-0.0802736778112502
"140060-14",2014-08-20,-0.586704628907674
"140060-14",2014-08-21,-0.68434312219606
"140060-14",2014-08-22,-0.699183042125797
"140060-14",2014-08-23,-0.361476286419299
"140060-14",2014-08-24,-1.11453629585215
"140060-14",2014-08-25,0.00954213301607735
"140060-14",2014-08-26,-0.685505914064748
"140060-14",2014-08-27,-0.250244722391647
"140060-14",2014-08-28,-0.254173226656663
"140060-14",2014-08-29,-0.200978443343778
"140060-14",2014-08-30,-0.25977192856303
"140060-14",2014-08-31,-1.18434146582162
"140070-14",2014-07-01,-1.05422884987057
"140070-14",2014-07-02,-0.49007278452753
"140070-14",2014-07-03,-0.977352858719781
"140070-14",2014-07-04,-0.992182695672535
"140070-14",2014-07-05,-0.441111149389092
"140070-14",2014-07-06,-1.22264973991359
"140070-14",2014-07-07,-1.11331422652948
"140070-14",2014-07-08,-1.39949724837756
"140070-14",2014-07-09,-1.39451944926715
"140070-14",2014-07-10,-1.45966907474465
"140070-14",2014-07-11,-0.491960880192156
"140070-14",2014-07-12,-0.799576075940087
"140070-14",2014-07-13,-0.367975082258293
"140070-14",2014-07-14,-0.634403671928398
"140070-14",2014-07-15,-0.842820780561994
"140070-14",2014-07-16,-1.24052706536082
"140070-14",2014-07-17,-1.28308175519278
"140070-14",2014-07-18,-1.40002172896932
"140070-14",2014-07-19,-0.436069982680542
"140070-14",2014-07-20,-1.09292789629472
"140070-14",2014-07-21,-0.659596166356698
"140070-14",2014-07-22,-1.1027443329207
"140070-14",2014-07-23,-1.30428868505934
"140070-14",2014-07-24,-0.772202244549951
"140070-14",2014-07-25,-1.23868807147007
"140070-14",2014-07-26,-1.32080880718356
"140070-14",2014-07-27,-0.830777678516157
"140070-14",2014-07-28,-0.846860139471613
"140070-14",2014-07-29,0.542364982854361
"140070-14",2014-07-30,1.33601698756237
"140070-14",2014-07-31,1.15486228348421
"140070-14",2014-08-01,-0.986935242938225
"140070-14",2014-08-02,-1.21778802095589
"140070-14",2014-08-03,-1.1794281444737
"140070-14",2014-08-04,-1.14398165570594
"140070-14",2014-08-05,-0.658901052597829
"140070-14",2014-08-06,-1.15781520032898
"140070-14",2014-08-07,-0.908830351638216
"140070-14",2014-08-08,-0.237570366984741
"140070-14",2014-08-09,-1.12066222954767
"140070-14",2014-08-10,-1.16804855618463
"140070-14",2014-08-11,-0.460172522711451
"140070-14",2014-08-12,-0.399111959255955
"140070-14",2014-08-13,0.135482243960094
"140070-14",2014-08-14,-0.124488625028865
"140070-14",2014-08-15,-1.00049907757915
"140070-14",2014-08-16,-0.322548204453743
"140070-14",2014-08-17,-0.82833647244186
"140070-14",2014-08-18,-1.18275143215751
"140070-14",2014-08-19,-1.18678761693238
"140070-14",2014-08-20,-0.0628903722434491
"140070-14",2014-08-21,-1.11087715185079
"140070-14",2014-08-22,-0.68536711400585
"140070-14",2014-08-23,-0.486976404743998
"140070-14",2014-08-24,-0.784192709522658
"140070-14",2014-08-25,-0.550806595164053
"140070-14",2014-08-26,-0.607694118555628
"140070-14",2014-08-27,-0.440989347605518
"140070-14",2014-08-28,-0.366754036510421
"140070-14",2014-08-29,-0.121851735503402
"140070-14",2014-08-30,-0.582359028469773
"140070-14",2014-08-31,-0.354250252822057
"140100-14",2014-07-01,1.31610915237082
"140100-14",2014-07-02,1.34595306973512
"140100-14",2014-07-03,1.6242038756841
"140100-14",2014-07-04,2.14013122103303
"140100-14",2014-07-05,1.57915193482064
"140100-14",2014-07-06,0.583856550427843
"140100-14",2014-07-07,1.78799354712909
"140100-14",2014-07-08,2.08024801651607
"140100-14",2014-07-09,0.549691002803659
"140100-14",2014-07-10,-0.594469444922363
"140100-14",2014-07-11,1.21245777685785
"140100-14",2014-07-12,1.60469072331184
"140100-14",2014-07-13,1.7451436307719
"140100-14",2014-07-14,1.632269153119
"140100-14",2014-07-15,1.8331243302769
"140100-14",2014-07-16,1.76134003553517
"140100-14",2014-07-17,1.52562068655192
"140100-14",2014-07-18,-0.236899910712343
"140100-14",2014-07-19,-1.04889067130383
"140100-14",2014-07-20,-0.348080904364134
"140100-14",2014-07-21,1.424263706251
"140100-14",2014-07-22,1.41823351960896
"140100-14",2014-07-23,2.13829165110238
"140100-14",2014-07-24,1.52454006940849
"140100-14",2014-07-25,-0.374554816413903
"140100-14",2014-07-26,-0.0646965971713106
"140100-14",2014-07-27,0.947135734820459
"140100-14",2014-07-28,1.61872543681536
"140100-14",2014-07-29,1.80587464747366
"140100-14",2014-07-30,2.37846061550136
"140100-14",2014-07-31,2.02790329966541
"140100-14",2014-08-01,1.41586754595798
"140100-14",2014-08-02,2.29081381625959
"140100-14",2014-08-03,1.12334050959793
"140100-14",2014-08-04,-0.483113838932389
"140100-14",2014-08-05,-0.332114079083691
"140100-14",2014-08-06,-0.299183635228751
"140100-14",2014-08-07,-0.240575461821049
"140100-14",2014-08-08,0.107230698426599
"140100-14",2014-08-09,-0.80453477896576
"140100-14",2014-08-10,0.457790504487182
"140100-14",2014-08-11,0.899229474073309
"140100-14",2014-08-12,-0.0411920165120659
"140100-14",2014-08-13,-0.147996604053611
"140100-14",2014-08-14,0.247509029049402
"140100-14",2014-08-15,-0.915702417082862
"140100-14",2014-08-16,0.371035381886924
"140100-14",2014-08-17,0.0668018596551281
"140100-14",2014-08-18,1.1324336667261
"140100-14",2014-08-19,1.0101246529629
"140100-14",2014-08-20,2.30792654267646
"140100-14",2014-08-21,2.0855129122893
"140100-14",2014-08-22,2.0465859381759
"140100-14",2014-08-23,1.95374761709133
"140100-14",2014-08-24,1.85574547722345
"140100-14",2014-08-25,0.99799263964806
"140100-14",2014-08-26,-0.76803118615778
"140100-14",2014-08-27,0.0971442036686813
"140100-14",2014-08-28,0.591100265239583
"140100-14",2014-08-29,1.69378373382171
"140100-14",2014-08-30,1.78068241099651
"140100-14",2014-08-31,1.39747546614106
"140120-14",2014-07-01,1.0160876781685
"140120-14",2014-07-02,1.14624932620494
"140120-14",2014-07-03,0.876089220150555
"140120-14",2014-07-04,0.189443496408837
"140120-14",2014-07-05,0.597973940921353
"140120-14",2014-07-06,0.672853970560339
"140120-14",2014-07-07,0.962229346138616
"140120-14",2014-07-08,0.9198001342856
"140120-14",2014-07-09,1.49610215609324
"140120-14",2014-07-10,0.935277823296173
"140120-14",2014-07-11,-0.385407151721568
"140120-14",2014-07-12,-0.187526957403815
"140120-14",2014-07-13,1.84234248431064
"140120-14",2014-07-14,1.03811220457697
"140120-14",2014-07-15,1.58356305627846
"140120-14",2014-07-16,1.38747249981189
"140120-14",2014-07-17,1.1691488173855
"140120-14",2014-07-18,1.06972300870526
"140120-14",2014-07-19,0.809324516508758
"140120-14",2014-07-20,0.841774852823584
"140120-14",2014-07-21,1.6629727518021
"140120-14",2014-07-22,1.37893036954561
"140120-14",2014-07-23,1.51439179512632
"140120-14",2014-07-24,1.14070077198656
"140120-14",2014-07-25,1.74471387376349
"140120-14",2014-07-26,0.531789722122099
"140120-14",2014-07-27,0.733882245006256
"140120-14",2014-07-28,2.23928335998853
"140120-14",2014-07-29,0.251619960110358
"140120-14",2014-07-30,0.283349588196393
"140120-14",2014-07-31,1.62760800199588
"140120-14",2014-08-01,1.25422796292693
"140120-14",2014-08-02,1.07979983328639
"140120-14",2014-08-03,2.22795241771938
"140120-14",2014-08-04,2.14669942750228
"140120-14",2014-08-05,2.12665270762162
"140120-14",2014-08-06,2.23527531484647
"140120-14",2014-08-07,1.98017127415119
"140120-14",2014-08-08,1.79612895632496
"140120-14",2014-08-09,2.03315439463177
"140120-14",2014-08-10,2.02917043967036
"140120-14",2014-08-11,2.04438167738363
"140120-14",2014-08-12,1.05059689066802
"140120-14",2014-08-13,1.14563006250262
"140120-14",2014-08-14,1.73597866610057
"140120-14",2014-08-15,1.67044555158128
"140120-14",2014-08-16,-0.207916869116116
"140120-14",2014-08-17,-0.112426370584717
"140120-14",2014-08-18,-0.517109794632567
"140120-14",2014-08-19,0.0259025053787906
"140120-14",2014-08-20,0.700032666078552
"140120-14",2014-08-21,1.65795686995651
"140120-14",2014-08-22,2.18109666750763
"140120-14",2014-08-23,2.01303974474254
"140120-14",2014-08-24,2.40533922264058
"140120-14",2014-08-25,2.14312987891692
"140120-14",2014-08-26,2.37698055963967
"140120-14",2014-08-27,2.06868796551124
"140120-14",2014-08-28,1.99469039839135
"140120-14",2014-08-29,2.24581758768008
"140120-14",2014-08-30,2.5857567969428
"140120-14",2014-08-31,2.18436738181072
"140290-14",2014-07-01,-1.02766744555166
"140290-14",2014-07-02,-0.693300728258233
"140290-14",2014-07-03,-0.28639042156105
"140290-14",2014-07-04,-0.559935389298901
"140290-14",2014-07-05,-0.611633979773245
"140290-14",2014-07-06,-0.426207839075978
"140290-14",2014-07-07,-0.79909106449205
"140290-14",2014-07-08,-0.57639421062941
"140290-14",2014-07-09,-0.185961069823651
"140290-14",2014-07-10,-0.776770280555708
"140290-14",2014-07-11,-0.192067497942542
"140290-14",2014-07-12,-0.353370647389695
"140290-14",2014-07-13,-0.548299195027814
"140290-14",2014-07-14,-0.261980392349762
"140290-14",2014-07-15,-0.827054507766014
"140290-14",2014-07-16,-0.966586499699454
"140290-14",2014-07-17,-1.01245237128346
"140290-14",2014-07-18,-0.669809509693016
"140290-14",2014-07-19,-0.345654772512037
"140290-14",2014-07-20,0.207677471103323
"140290-14",2014-07-21,0.417419538450043
"140290-14",2014-07-22,-0.811697761744905
"140290-14",2014-07-23,-0.245321179913389
"140290-14",2014-07-24,1.50479375559189
"140290-14",2014-07-25,1.95263010010251
"140290-14",2014-07-26,1.95963982690576
"140290-14",2014-07-27,1.68191406911266
"140290-14",2014-07-28,1.86100271379838
"140290-14",2014-07-29,1.57738828658967
"140290-14",2014-07-30,1.41352729249759
"140290-14",2014-07-31,-0.155286296062519
"140290-14",2014-08-01,-0.733401268790627
"140290-14",2014-08-02,-1.07840670394307
"140290-14",2014-08-03,-1.20119955212304
"140290-14",2014-08-04,-0.898032438684046
"140290-14",2014-08-05,-1.01196944320692
"140290-14",2014-08-06,-1.06118789341547
"140290-14",2014-08-07,-0.758306536264461
"140290-14",2014-08-08,-1.11430101211338
"140290-14",2014-08-09,-0.774088324153752
"140290-14",2014-08-10,-1.00277540420084
"140290-14",2014-08-11,-1.05454101563188
"140290-14",2014-08-12,-1.09047535993358
"140290-14",2014-08-13,-1.20639667724903
"140290-14",2014-08-14,-1.14537178097149
"140290-14",2014-08-15,-1.13075307432168
"140290-14",2014-08-16,-1.12424217144413
"140290-14",2014-08-17,-1.2392819267392
"140290-14",2014-08-18,-1.05795131029803
"140290-14",2014-08-19,-0.944560788613911
"140290-14",2014-08-20,-1.12484101319454
"140290-14",2014-08-21,-0.46550650535628
"140290-14",2014-08-22,0.711961627104364
"140290-14",2014-08-23,0.294648864812374
"140290-14",2014-08-24,-0.0769277900740142
"140290-14",2014-08-25,1.65051000007192
"140290-14",2014-08-26,1.52816167431121
"140290-14",2014-08-27,1.27555867539865
"140290-14",2014-08-28,1.17979269430843
"140290-14",2014-08-29,1.45250600746166
"140290-14",2014-08-30,1.85066189130483
"140290-14",2014-08-31,1.7192092715925
"140300-14",2014-07-01,1.4196915668856
"140300-14",2014-07-02,1.69638350036387
"140300-14",2014-07-03,1.56478179186738
"140300-14",2014-07-04,1.14967980742544
"140300-14",2014-07-05,1.58530582411194
"140300-14",2014-07-06,1.60626177447629
"140300-14",2014-07-07,1.94039585902231
"140300-14",2014-07-08,2.0392379666159
"140300-14",2014-07-09,2.62424769993395
"140300-14",2014-07-10,2.00736216218108
"140300-14",2014-07-11,1.92724786046446
"140300-14",2014-07-12,1.974052854369
"140300-14",2014-07-13,1.97017444852053
"140300-14",2014-07-14,1.16515748157399
"140300-14",2014-07-15,1.47641350404987
"140300-14",2014-07-16,1.99087624731661
"140300-14",2014-07-17,2.11462610481175
"140300-14",2014-07-18,2.26102341580928
"140300-14",2014-07-19,2.45074864712471
"140300-14",2014-07-20,2.18314852737933
"140300-14",2014-07-21,1.84247445864097
"140300-14",2014-07-22,1.80297808865714
"140300-14",2014-07-23,2.1795037390626
"140300-14",2014-07-24,2.51083459025903
"140300-14",2014-07-25,1.40740191289111
"140300-14",2014-07-26,1.98430390372147
"140300-14",2014-07-27,1.63109184389063
"140300-14",2014-07-28,1.65206208977719
"140300-14",2014-07-29,2.2263667419421
"140300-14",2014-07-30,2.24054021336494
"140300-14",2014-07-31,2.56322149797861
"140300-14",2014-08-01,2.3188136146283
"140300-14",2014-08-02,2.75464405911085
"140300-14",2014-08-03,2.58086410191555
"140300-14",2014-08-04,2.10528434380624
"140300-14",2014-08-05,1.73859168036571
"140300-14",2014-08-06,1.87710582221089
"140300-14",2014-08-07,2.41633319320533
"140300-14",2014-08-08,1.68948511377814
"140300-14",2014-08-09,2.00481658127944
"140300-14",2014-08-10,2.2792294048023
"140300-14",2014-08-11,2.40734251711826
"140300-14",2014-08-12,1.93531141786647
"140300-14",2014-08-13,1.79990981582259
"140300-14",2014-08-14,1.66126147298128
"140300-14",2014-08-15,1.9630436644422
"140300-14",2014-08-16,1.94655689431301
"140300-14",2014-08-17,1.74843518824799
"140300-14",2014-08-18,2.18885741963001
"140300-14",2014-08-19,1.8315250700002
"140300-14",2014-08-20,2.06282152407226
"140300-14",2014-08-21,2.33859544216873
"140300-14",2014-08-22,1.7256676455749
"140300-14",2014-08-23,1.11419810895809
"140300-14",2014-08-24,2.03628359893921
"140300-14",2014-08-25,1.79884194671599
"140300-14",2014-08-26,1.5180654232931
"140300-14",2014-08-27,0.711237998926217
"140300-14",2014-08-28,1.46531290652612
"140300-14",2014-08-29,1.7008587218339
"140300-14",2014-08-30,1.90368871437402
"140300-14",2014-08-31,0.584027869723245
"140320-14",2014-07-01,-0.122447886411182
"140320-14",2014-07-02,0.241218879399064
"140320-14",2014-07-03,0.293993087324199
"140320-14",2014-07-04,0.961357162157461
"140320-14",2014-07-05,0.851576046914408
"140320-14",2014-07-06,1.06442242292588
"140320-14",2014-07-07,0.0554549642165917
"140320-14",2014-07-08,0.302752135337808
"140320-14",2014-07-09,0.294153465885504
"140320-14",2014-07-10,1.19266234080699
"140320-14",2014-07-11,-0.0613707671203933
"140320-14",2014-07-12,0.205461094118077
"140320-14",2014-07-13,0.468839687438241
"140320-14",2014-07-14,0.831752694340578
"140320-14",2014-07-15,1.48808026404662
"140320-14",2014-07-16,0.264072036130817
"140320-14",2014-07-17,0.533578413528991
"140320-14",2014-07-18,-0.0283151725584468
"140320-14",2014-07-19,0.292269927766961
"140320-14",2014-07-20,1.19214573605438
"140320-14",2014-07-21,1.07039675534472
"140320-14",2014-07-22,1.49312635337954
"140320-14",2014-07-23,1.15503760766916
"140320-14",2014-07-24,1.27822876638311
"140320-14",2014-07-25,0.902094961079077
"140320-14",2014-07-26,1.39591074833492
"140320-14",2014-07-27,1.22125615047844
"140320-14",2014-07-28,1.47141069484282
"140320-14",2014-07-29,1.26639249101014
"140320-14",2014-07-30,1.0574493024193
"140320-14",2014-07-31,1.41268283543871
"140320-14",2014-08-01,1.94912114282569
"140320-14",2014-08-02,1.62985159345707
"140320-14",2014-08-03,0.678424193066626
"140320-14",2014-08-04,1.33466134755691
"140320-14",2014-08-05,2.20128677557457
"140320-14",2014-08-06,1.50923144667435
"140320-14",2014-08-07,1.8028921481955
"140320-14",2014-08-08,1.53440516697465
"140320-14",2014-08-09,0.635916248500379
"140320-14",2014-08-10,0.70169357340555
"140320-14",2014-08-11,1.14947516796623
"140320-14",2014-08-12,0.845997869542587
"140320-14",2014-08-13,0.754728240729537
"140320-14",2014-08-14,0.634242268935398
"140320-14",2014-08-15,1.05825427199188
"140320-14",2014-08-16,0.912210880512741
"140320-14",2014-08-17,0.417746404306338
"140320-14",2014-08-18,0.505515088338974
"140320-14",2014-08-19,-0.0245275744399482
"140320-14",2014-08-20,0.443998031609119
"140320-14",2014-08-21,0.815324976477209
"140320-14",2014-08-22,0.92895888687296
"140320-14",2014-08-23,0.302714906707402
"140320-14",2014-08-24,-0.413520311967094
"140320-14",2014-08-25,-0.30729653215033
"140320-14",2014-08-26,-0.363369883734979
"140320-14",2014-08-27,-0.0353851550808602
"140320-14",2014-08-28,0.348687018685516
"140320-14",2014-08-29,0.113555782211698
"140320-14",2014-08-30,0.238586995687892
"140320-14",2014-08-31,-0.599942523881962
"140340-14",2014-07-01,1.43668122182585
"140340-14",2014-07-02,1.74168705216232
"140340-14",2014-07-03,1.37187713429642
"140340-14",2014-07-04,1.2390993673534
"140340-14",2014-07-05,0.567563706890407
"140340-14",2014-07-06,0.18413235592113
"140340-14",2014-07-07,0.677027706363543
"140340-14",2014-07-08,1.04385191599926
"140340-14",2014-07-09,1.19922911464039
"140340-14",2014-07-10,1.2198343665925
"140340-14",2014-07-11,0.860785471504809
"140340-14",2014-07-12,1.18356123733466
"140340-14",2014-07-13,1.0989385176092
"140340-14",2014-07-14,1.67514937534165
"140340-14",2014-07-15,1.0687925741596
"140340-14",2014-07-16,0.592761171816929
"140340-14",2014-07-17,0.718787629092708
"140340-14",2014-07-18,1.04908958379989
"140340-14",2014-07-19,0.662742375622259
"140340-14",2014-07-20,1.87660803926901
"140340-14",2014-07-21,1.17869887972991
"140340-14",2014-07-22,0.907418628878915
"140340-14",2014-07-23,1.03532817757754
"140340-14",2014-07-24,1.40664312811854
"140340-14",2014-07-25,1.18237720944316
"140340-14",2014-07-26,2.14976206557391
"140340-14",2014-07-27,1.65746629928523
"140340-14",2014-07-28,1.66460927818646
"140340-14",2014-07-29,1.78700030523643
"140340-14",2014-07-30,1.33045470031809
"140340-14",2014-07-31,0.665487953324935
"140340-14",2014-08-01,1.40643930613791
"140340-14",2014-08-02,1.83407575493169
"140340-14",2014-08-03,1.22375402913407
"140340-14",2014-08-04,1.4110253763083
"140340-14",2014-08-05,1.45750824198729
"140340-14",2014-08-06,1.65068518680349
"140340-14",2014-08-07,1.76504206638825
"140340-14",2014-08-08,0.794524059932376
"140340-14",2014-08-09,1.35846773873926
"140340-14",2014-08-10,1.32445998370383
"140340-14",2014-08-11,1.16332003378427
"140340-14",2014-08-12,1.41486334894822
"140340-14",2014-08-13,1.46314129828929
"140340-14",2014-08-14,1.48967479554486
"140340-14",2014-08-15,1.77754324639457
"140340-14",2014-08-16,1.85568296940151
"140340-14",2014-08-17,1.07235668179324
"140340-14",2014-08-18,1.38311731427985
"140340-14",2014-08-19,1.66557087506913
"140340-14",2014-08-20,1.62137721526983
"140340-14",2014-08-21,1.35802586635527
"140340-14",2014-08-22,1.34964169634411
"140340-14",2014-08-23,1.14636100477113
"140340-14",2014-08-24,1.43791356403057
"140340-14",2014-08-25,2.07474636816612
"140340-14",2014-08-26,1.30067950649421
"140340-14",2014-08-27,0.636932856556143
"140340-14",2014-08-28,1.28011768764405
"140340-14",2014-08-29,1.02853874464765
"140340-14",2014-08-30,0.973838679948754
"140340-14",2014-08-31,1.05680666372459
"140360-14",2014-07-01,2.13337543295157
"140360-14",2014-07-02,0.625583240096305
"140360-14",2014-07-03,0.530876926647261
"140360-14",2014-07-04,1.03303536296801
"140360-14",2014-07-05,1.32119331882982
"140360-14",2014-07-06,0.838683839591062
"140360-14",2014-07-07,2.19599074048178
"140360-14",2014-07-08,1.85269853063994
"140360-14",2014-07-09,2.29815439035763
"140360-14",2014-07-10,1.98771564393051
"140360-14",2014-07-11,1.21064001809908
"140360-14",2014-07-12,1.12902402506985
"140360-14",2014-07-13,-0.211733230778162
"140360-14",2014-07-14,1.42610538752411
"140360-14",2014-07-15,1.68230259926158
"140360-14",2014-07-16,0.33964875814636
"140360-14",2014-07-17,0.744074444258237
"140360-14",2014-07-18,0.505993386566963
"140360-14",2014-07-19,0.728683743192397
"140360-14",2014-07-20,0.923750590330257
"140360-14",2014-07-21,1.10880704589065
"140360-14",2014-07-22,1.04366380126337
"140360-14",2014-07-23,0.992626250222686
"140360-14",2014-07-24,1.03051260511826
"140360-14",2014-07-25,1.17479963953522
"140360-14",2014-07-26,1.1825186377289
"140360-14",2014-07-27,0.761352072508511
"140360-14",2014-07-28,0.860189978794262
"140360-14",2014-07-29,2.00790655264804
"140360-14",2014-07-30,0.480058277050241
"140360-14",2014-07-31,0.683402538495268
"140360-14",2014-08-01,0.773114286468644
"140360-14",2014-08-02,1.49781263112861
