"IndivYr","Date","AvgGHerb"
"140060-14",2014-08-25,1.24665591995367
"140060-14",2014-08-26,1.41767064712611
"140060-14",2014-08-27,1.26143559820573
"140060-14",2014-08-28,1.27088240067834
"140060-14",2014-08-29,1.2893781030266
"140060-14",2014-08-30,1.42725119013151
"140060-14",2014-08-31,1.45097431012466
"140070-14",2014-07-01,1.63651643329878
"140070-14",2014-07-02,1.34583519939231
"140070-14",2014-07-03,1.58958004822736
"140070-14",2014-07-04,1.55093529667949
"140070-14",2014-07-05,1.48265519414056
"140070-14",2014-07-06,1.60567891148788
"140070-14",2014-07-07,1.57594650499184
"140070-14",2014-07-08,1.67208352135254
"140070-14",2014-07-09,1.62746169301755
"140070-14",2014-07-10,1.61385624268689
"140070-14",2014-07-11,1.40272468241426
"140070-14",2014-07-12,1.6161718141776
"140070-14",2014-07-13,1.41877451987872
"140070-14",2014-07-14,1.54364443981753
"140070-14",2014-07-15,1.46336061789539
"140070-14",2014-07-16,1.62176916465891
"140070-14",2014-07-17,1.66874548156111
"140070-14",2014-07-18,1.66504969122723
"140070-14",2014-07-19,1.47099075866732
"140070-14",2014-07-20,1.68354795511865
"140070-14",2014-07-21,1.42010502461837
"140070-14",2014-07-22,1.58126754742428
"140070-14",2014-07-23,1.66395088618727
"140070-14",2014-07-24,1.48919415384487
"140070-14",2014-07-25,1.66699739319057
"140070-14",2014-07-26,1.6147349779793
"140070-14",2014-07-27,1.4880105893369
"140070-14",2014-07-28,1.62390057477557
"140070-14",2014-07-29,0.956252979009458
"140070-14",2014-07-30,0.420236279527611
"140070-14",2014-07-31,0.675296484296561
"140070-14",2014-08-01,1.52697102611437
"140070-14",2014-08-02,1.55882757865498
"140070-14",2014-08-03,1.59251246714513
"140070-14",2014-08-04,1.64937628708764
"140070-14",2014-08-05,1.525039471609
"140070-14",2014-08-06,1.6629933077087
"140070-14",2014-08-07,1.48008924340903
"140070-14",2014-08-08,1.36996749444201
"140070-14",2014-08-09,1.60533345895708
"140070-14",2014-08-10,1.61992901903174
"140070-14",2014-08-11,1.46883144534474
"140070-14",2014-08-12,1.44116513689117
"140070-14",2014-08-13,1.34583312675568
"140070-14",2014-08-14,1.37354905823751
"140070-14",2014-08-15,1.70106451233832
"140070-14",2014-08-16,1.48667914342925
"140070-14",2014-08-17,1.57553418266381
"140070-14",2014-08-18,1.60151720535849
"140070-14",2014-08-19,1.65286441550965
"140070-14",2014-08-20,1.35834884784691
"140070-14",2014-08-21,1.60338903814232
"140070-14",2014-08-22,1.37167553676868
"140070-14",2014-08-23,1.42466520040461
"140070-14",2014-08-24,1.57842800445599
"140070-14",2014-08-25,1.37644460408857
"140070-14",2014-08-26,1.45572218141936
"140070-14",2014-08-27,1.47565073167649
"140070-14",2014-08-28,1.31875203069579
"140070-14",2014-08-29,1.41969360113429
"140070-14",2014-08-30,1.3792024646069
"140070-14",2014-08-31,1.36548918026439
"140100-14",2014-07-01,0.574802761971383
"140100-14",2014-07-02,0.522382063182
"140100-14",2014-07-03,0.39728823947668
"140100-14",2014-07-04,0.345359751819433
"140100-14",2014-07-05,0.488381432878231
"140100-14",2014-07-06,1.17455186214832
"140100-14",2014-07-07,0.340508231686194
"140100-14",2014-07-08,0.111192753247392
"140100-14",2014-07-09,1.23252204200714
"140100-14",2014-07-10,1.41706182605703
"140100-14",2014-07-11,0.55681314256056
"140100-14",2014-07-12,0.426768737763093
"140100-14",2014-07-13,0.328049443092742
"140100-14",2014-07-14,0.744827003335241
"140100-14",2014-07-15,0.319176301041693
"140100-14",2014-07-16,0.345166385865941
"140100-14",2014-07-17,0.361749190099237
"140100-14",2014-07-18,1.30917768805921
"140100-14",2014-07-19,1.44817361771254
"140100-14",2014-07-20,1.31741235150691
"140100-14",2014-07-21,0.539693312024357
"140100-14",2014-07-22,0.748818061847452
"140100-14",2014-07-23,0.234910580819033
"140100-14",2014-07-24,0.346214107061858
"140100-14",2014-07-25,1.47102859808833
"140100-14",2014-07-26,1.45118817826073
"140100-14",2014-07-27,1.03206663188219
"140100-14",2014-07-28,0.487180311777985
"140100-14",2014-07-29,0.374464943581697
"140100-14",2014-07-30,0.167202228284006
"140100-14",2014-07-31,0.283191515604264
"140100-14",2014-08-01,0.490068646265413
"140100-14",2014-08-02,0.0828110744695999
"140100-14",2014-08-03,0.680686019323147
"140100-14",2014-08-04,1.4261743225085
"140100-14",2014-08-05,1.36513478518305
"140100-14",2014-08-06,1.45079285310126
"140100-14",2014-08-07,1.40938850629581
"140100-14",2014-08-08,1.30567033548236
"140100-14",2014-08-09,1.52804825128393
"140100-14",2014-08-10,1.26513421570735
"140100-14",2014-08-11,0.928234084683429
"140100-14",2014-08-12,1.22639067210405
"140100-14",2014-08-13,1.32265662003634
"140100-14",2014-08-14,1.32831744818733
"140100-14",2014-08-15,1.64547803106871
"140100-14",2014-08-16,1.09509261038592
"140100-14",2014-08-17,1.41426630141382
"140100-14",2014-08-18,0.743096696791453
"140100-14",2014-08-19,0.869766054362628
"140100-14",2014-08-20,0.0999199830615578
"140100-14",2014-08-21,-0.0151185366544069
"140100-14",2014-08-22,0.230261451846069
"140100-14",2014-08-23,0.336550464376313
"140100-14",2014-08-24,0.446900646598354
"140100-14",2014-08-25,1.01303224453501
"140100-14",2014-08-26,1.62917314553498
"140100-14",2014-08-27,1.32713066389238
"140100-14",2014-08-28,0.785742065478921
"140100-14",2014-08-29,0.428136684372326
"140100-14",2014-08-30,0.299042883981269
"140100-14",2014-08-31,0.515854682054317
"140120-14",2014-07-01,0.192234585122079
"140120-14",2014-07-02,0.0103646007652737
"140120-14",2014-07-03,0.560286495011651
"140120-14",2014-07-04,1.00822762140092
"140120-14",2014-07-05,0.952281217462725
"140120-14",2014-07-06,0.61028134349924
"140120-14",2014-07-07,0.198879718565682
"140120-14",2014-07-08,0.243833936500465
"140120-14",2014-07-09,0.30605906758731
"140120-14",2014-07-10,0.653553171888768
"140120-14",2014-07-11,1.41406068199247
"140120-14",2014-07-12,1.18371486486762
"140120-14",2014-07-13,0.482498842797982
"140120-14",2014-07-14,0.596572628898944
"140120-14",2014-07-15,0.226633239549346
"140120-14",2014-07-16,0.476804270410221
"140120-14",2014-07-17,0.242471526644816
"140120-14",2014-07-18,0.426592505287064
"140120-14",2014-07-19,0.128944814811119
"140120-14",2014-07-20,0.43145035787422
"140120-14",2014-07-21,0.243229999467351
"140120-14",2014-07-22,0.0689393505947137
"140120-14",2014-07-23,0.34627255590245
"140120-14",2014-07-24,0.573628045466385
"140120-14",2014-07-25,0.32184573816039
"140120-14",2014-07-26,0.364770621507767
"140120-14",2014-07-27,0.529962190777152
"140120-14",2014-07-28,0.133865705967076
"140120-14",2014-07-29,0.841997668907414
"140120-14",2014-07-30,0.948097572916206
"140120-14",2014-07-31,0.183600963649977
"140120-14",2014-08-01,0.401524393342631
"140120-14",2014-08-02,0.954587789889167
"140120-14",2014-08-03,0.15256597899893
"140120-14",2014-08-04,0.0796461259151677
"140120-14",2014-08-05,0.134597892646743
"140120-14",2014-08-06,0.0955536632546061
"140120-14",2014-08-07,0.322588783762461
"140120-14",2014-08-08,0.615002235431996
"140120-14",2014-08-09,0.286234144534448
"140120-14",2014-08-10,0.242749911224372
"140120-14",2014-08-11,0.379188395053429
"140120-14",2014-08-12,0.594241021301588
"140120-14",2014-08-13,0.26574159644071
"140120-14",2014-08-14,0.333676719403433
"140120-14",2014-08-15,0.401950129102584
"140120-14",2014-08-16,1.3336670536894
"140120-14",2014-08-17,1.43594359193489
"140120-14",2014-08-18,1.38740290862003
"140120-14",2014-08-19,1.3708206492789
"140120-14",2014-08-20,1.02769924014709
"140120-14",2014-08-21,0.505096044978494
"140120-14",2014-08-22,-0.0604572116647921
"140120-14",2014-08-23,0.157373254946996
"140120-14",2014-08-24,-0.0388641042638733
"140120-14",2014-08-25,0.139609373080285
"140120-14",2014-08-26,-0.121976871481674
"140120-14",2014-08-27,0.248097131669255
"140120-14",2014-08-28,0.182851761178222
"140120-14",2014-08-29,0.192469329808044
"140120-14",2014-08-30,-0.142155731829712
"140120-14",2014-08-31,0.133074966262561
"140290-14",2014-07-01,1.52916546427446
"140290-14",2014-07-02,1.48267816818502
"140290-14",2014-07-03,1.3469302092689
"140290-14",2014-07-04,1.44988178432412
"140290-14",2014-07-05,1.43260705282285
"140290-14",2014-07-06,1.37634529992653
"140290-14",2014-07-07,1.45093368122995
"140290-14",2014-07-08,1.43015700657722
"140290-14",2014-07-09,1.19019063068457
"140290-14",2014-07-10,1.56072396856472
"140290-14",2014-07-11,0.957270917413171
"140290-14",2014-07-12,1.35952547450219
"140290-14",2014-07-13,1.37539993077811
"140290-14",2014-07-14,1.34948426571477
"140290-14",2014-07-15,1.41669768985781
"140290-14",2014-07-16,1.56943936604148
"140290-14",2014-07-17,1.49258666562201
"140290-14",2014-07-18,1.47272693396116
"140290-14",2014-07-19,1.49602489855257
"140290-14",2014-07-20,1.26025963652265
"140290-14",2014-07-21,1.12221145197648
"140290-14",2014-07-22,1.41846494173814
"140290-14",2014-07-23,1.28539418077001
"140290-14",2014-07-24,0.490245455700031
"140290-14",2014-07-25,0.265525109433494
"140290-14",2014-07-26,0.286507802212865
"140290-14",2014-07-27,0.415442567602934
"140290-14",2014-07-28,0.413766796990529
"140290-14",2014-07-29,0.389039004368526
"140290-14",2014-07-30,0.4760507483786
"140290-14",2014-07-31,1.33579234267896
"140290-14",2014-08-01,1.40932035177344
"140290-14",2014-08-02,1.543820323364
"140290-14",2014-08-03,1.63311250485379
"140290-14",2014-08-04,1.47603229046821
"140290-14",2014-08-05,1.49343846884418
"140290-14",2014-08-06,1.69973315048081
"140290-14",2014-08-07,1.57652930392838
"140290-14",2014-08-08,1.66488797113235
"140290-14",2014-08-09,1.45356061321631
"140290-14",2014-08-10,1.57979719188207
"140290-14",2014-08-11,1.51039333306039
"140290-14",2014-08-12,1.56543129642141
"140290-14",2014-08-13,1.59320263058937
"140290-14",2014-08-14,1.57094870685201
"140290-14",2014-08-15,1.5187646728343
"140290-14",2014-08-16,1.53574348568164
"140290-14",2014-08-17,1.66802091914514
"140290-14",2014-08-18,1.70176721221611
"140290-14",2014-08-19,1.48493723949315
"140290-14",2014-08-20,1.57933550268266
"140290-14",2014-08-21,1.33793204685245
"140290-14",2014-08-22,1.07945547951828
"140290-14",2014-08-23,1.21001074233321
"140290-14",2014-08-24,1.22365274133208
"140290-14",2014-08-25,0.464788853646136
"140290-14",2014-08-26,0.622182744824257
"140290-14",2014-08-27,0.537857568239473
"140290-14",2014-08-28,0.447813007656276
"140290-14",2014-08-29,0.430055377962138
"140290-14",2014-08-30,0.361703741997027
"140290-14",2014-08-31,0.211597902563367
"140300-14",2014-07-01,0.946891898906873
"140300-14",2014-07-02,0.923949611960875
"140300-14",2014-07-03,0.961243436784141
"140300-14",2014-07-04,1.20746224478773
"140300-14",2014-07-05,0.916715653821903
"140300-14",2014-07-06,1.04687012938043
"140300-14",2014-07-07,0.836081590212915
"140300-14",2014-07-08,0.220907743412396
"140300-14",2014-07-09,-0.081513184220986
"140300-14",2014-07-10,0.561791925462664
"140300-14",2014-07-11,0.514394341517077
"140300-14",2014-07-12,0.380847240034254
"140300-14",2014-07-13,0.391907528810832
"140300-14",2014-07-14,0.774567836941061
"140300-14",2014-07-15,0.900952057154601
"140300-14",2014-07-16,0.540919842410503
"140300-14",2014-07-17,0.691431732401776
"140300-14",2014-07-18,0.541802373040074
"140300-14",2014-07-19,0.35627885598602
"140300-14",2014-07-20,0.456762124635581
"140300-14",2014-07-21,0.87089810341112
"140300-14",2014-07-22,0.742769515874948
"140300-14",2014-07-23,0.354198983615014
"140300-14",2014-07-24,-0.0823796603383831
"140300-14",2014-07-25,0.703925265812106
"140300-14",2014-07-26,0.574693275763743
"140300-14",2014-07-27,1.08631196411617
"140300-14",2014-07-28,1.06600839257935
"140300-14",2014-07-29,0.610531170662451
"140300-14",2014-07-30,0.648098383303632
"140300-14",2014-07-31,0.151237711183347
"140300-14",2014-08-01,0.180587691505346
"140300-14",2014-08-02,0.104794832379882
"140300-14",2014-08-03,0.139231258493563
"140300-14",2014-08-04,0.284167609944353
"140300-14",2014-08-05,0.485258535532541
"140300-14",2014-08-06,0.371999810013092
"140300-14",2014-08-07,0.0102260378664321
"140300-14",2014-08-08,0.306596375847916
"140300-14",2014-08-09,0.353860060812189
"140300-14",2014-08-10,0.0191807671130627
"140300-14",2014-08-11,0.187666173705373
"140300-14",2014-08-12,0.458394267121775
"140300-14",2014-08-13,0.299533324335779
"140300-14",2014-08-14,0.651275027552612
"140300-14",2014-08-15,0.24051661886856
"140300-14",2014-08-16,0.251702121777388
"140300-14",2014-08-17,0.574021173668954
"140300-14",2014-08-18,0.483428161305515
"140300-14",2014-08-19,0.38249962300087
"140300-14",2014-08-20,0.265234540218535
"140300-14",2014-08-21,0.211735847174269
"140300-14",2014-08-22,0.442258501829948
"140300-14",2014-08-23,0.972340653633331
"140300-14",2014-08-24,0.568920567593031
"140300-14",2014-08-25,0.656737543273737
"140300-14",2014-08-26,0.748738288909792
"140300-14",2014-08-27,1.03479164225788
"140300-14",2014-08-28,0.826563677844829
"140300-14",2014-08-29,0.515315542343998
"140300-14",2014-08-30,0.185147041277825
"140300-14",2014-08-31,0.391971608921968
"140320-14",2014-07-01,1.32992674424115
"140320-14",2014-07-02,1.19014569594357
"140320-14",2014-07-03,1.22432824580508
"140320-14",2014-07-04,0.752207354218071
"140320-14",2014-07-05,0.861988127487083
"140320-14",2014-07-06,0.537362440477396
"140320-14",2014-07-07,1.26238310261464
"140320-14",2014-07-08,1.23729237266958
"140320-14",2014-07-09,1.05677961211203
"140320-14",2014-07-10,0.608641768660922
"140320-14",2014-07-11,1.38958869182721
"140320-14",2014-07-12,1.32703091119646
"140320-14",2014-07-13,1.12993025248778
"140320-14",2014-07-14,0.73147920337996
"140320-14",2014-07-15,0.282474133358127
"140320-14",2014-07-16,1.30802640251242
"140320-14",2014-07-17,1.23772846122504
"140320-14",2014-07-18,1.32828981483922
"140320-14",2014-07-19,1.11044424238064
"140320-14",2014-07-20,0.60629407665176
"140320-14",2014-07-21,0.646483797290197
"140320-14",2014-07-22,0.374542170940154
"140320-14",2014-07-23,0.19274943405717
"140320-14",2014-07-24,0.330609486923706
"140320-14",2014-07-25,0.320281282539275
"140320-14",2014-07-26,-0.020007474714071
"140320-14",2014-07-27,0.0916805155069497
"140320-14",2014-07-28,-0.0726276837775966
"140320-14",2014-07-29,0.0832816848412245
"140320-14",2014-07-30,0.31879197337646
"140320-14",2014-07-31,0.280207464093085
"140320-14",2014-08-01,0.570176621564597
"140320-14",2014-08-02,-0.0423818172639053
"140320-14",2014-08-03,0.309854072803247
"140320-14",2014-08-04,0.0503434864350274
"140320-14",2014-08-05,-0.0615295748411083
"140320-14",2014-08-06,0.492103628066715
"140320-14",2014-08-07,0.396898021583132
"140320-14",2014-08-08,0.356848888223313
"140320-14",2014-08-09,0.281807770451163
"140320-14",2014-08-10,0.313237698405961
"140320-14",2014-08-11,0.183394488510903
"140320-14",2014-08-12,0.275997702505105
"140320-14",2014-08-13,0.437820337101188
"140320-14",2014-08-14,0.266659963547618
"140320-14",2014-08-15,0.35301943116512
"140320-14",2014-08-16,0.342954182228683
"140320-14",2014-08-17,1.09275228427716
"140320-14",2014-08-18,0.978329170545918
"140320-14",2014-08-19,1.17753977693121
"140320-14",2014-08-20,1.0152571328223
"140320-14",2014-08-21,0.981636318260163
"140320-14",2014-08-22,0.72279665942983
"140320-14",2014-08-23,1.19361751318552
"140320-14",2014-08-24,1.31042659286181
"140320-14",2014-08-25,1.23488927031682
"140320-14",2014-08-26,1.32901610543317
"140320-14",2014-08-27,1.1741599132699
"140320-14",2014-08-28,0.994388070393848
"140320-14",2014-08-29,0.985026240966762
"140320-14",2014-08-30,1.06653587707061
"140320-14",2014-08-31,1.34002036318215
"140340-14",2014-07-01,1.09255252169455
"140340-14",2014-07-02,0.959829207724784
"140340-14",2014-07-03,1.08381828366576
"140340-14",2014-07-04,0.995391404442563
"140340-14",2014-07-05,1.45525457117143
"140340-14",2014-07-06,1.53237707027705
"140340-14",2014-07-07,1.13176009816218
"140340-14",2014-07-08,0.921208239887969
"140340-14",2014-07-09,0.828605691149455
"140340-14",2014-07-10,1.01022030618049
"140340-14",2014-07-11,1.28117505631888
"140340-14",2014-07-12,1.03212635888762
"140340-14",2014-07-13,0.771240643106354
"140340-14",2014-07-14,0.878290687246756
"140340-14",2014-07-15,1.03547463403782
"140340-14",2014-07-16,1.30360121352661
"140340-14",2014-07-17,1.44383592762272
"140340-14",2014-07-18,1.0411520151903
"140340-14",2014-07-19,1.07105540519832
"140340-14",2014-07-20,0.749605212176996
"140340-14",2014-07-21,1.02813219345377
"140340-14",2014-07-22,0.964628851249892
"140340-14",2014-07-23,1.00665561865246
"140340-14",2014-07-24,1.04762509867277
"140340-14",2014-07-25,0.785896790037879
"140340-14",2014-07-26,0.0420934029219013
"140340-14",2014-07-27,0.995554003193052
"140340-14",2014-07-28,1.16635462794937
"140340-14",2014-07-29,1.01582593305381
"140340-14",2014-07-30,0.916261254618607
"140340-14",2014-07-31,1.19537030857307
"140340-14",2014-08-01,0.767595719090581
"140340-14",2014-08-02,0.918738110318062
"140340-14",2014-08-03,1.12724536820195
"140340-14",2014-08-04,1.06751404176958
"140340-14",2014-08-05,0.879678983634891
"140340-14",2014-08-06,0.87915783224727
"140340-14",2014-08-07,0.589933625169398
"140340-14",2014-08-08,0.87893010204328
"140340-14",2014-08-09,0.657120941574267
"140340-14",2014-08-10,0.876677420723305
"140340-14",2014-08-11,1.02827923075809
"140340-14",2014-08-12,0.784360695842349
"140340-14",2014-08-13,0.894727991502454
"140340-14",2014-08-14,1.17729585971578
"140340-14",2014-08-15,0.913301923867346
"140340-14",2014-08-16,0.580926173042736
"140340-14",2014-08-17,1.1623515115329
"140340-14",2014-08-18,1.15773475973681
"140340-14",2014-08-19,0.987288911945962
"140340-14",2014-08-20,0.915937450753788
"140340-14",2014-08-21,1.06642831286832
"140340-14",2014-08-22,1.12964968835227
"140340-14",2014-08-23,0.939467019173748
"140340-14",2014-08-24,0.905090331177918
"140340-14",2014-08-25,0.374403404157162
"140340-14",2014-08-26,0.853426612242289
"140340-14",2014-08-27,0.839640192512315
"140340-14",2014-08-28,0.740137578170391
"140340-14",2014-08-29,1.16888210951802
"140340-14",2014-08-30,0.993977178177035
"140340-14",2014-08-31,0.773880933709594
"140360-14",2014-07-01,0.218977661747651
"140360-14",2014-07-02,0.656439302783535
"140360-14",2014-07-03,0.768441017488073
"140360-14",2014-07-04,0.821615185795687
"140360-14",2014-07-05,0.736369019750652
"140360-14",2014-07-06,0.88436426439959
"140360-14",2014-07-07,0.195641685934391
"140360-14",2014-07-08,0.347598387548043
"140360-14",2014-07-09,0.186143759556551
"140360-14",2014-07-10,0.504127782374162
"140360-14",2014-07-11,1.00242119491064
"140360-14",2014-07-12,0.924813994825179
"140360-14",2014-07-13,1.26329914714868
"140360-14",2014-07-14,0.613897222262304
"140360-14",2014-07-15,0.158665260804914
"140360-14",2014-07-16,0.934953857554663
"140360-14",2014-07-17,0.363337467960299
"140360-14",2014-07-18,0.74690465718823
"140360-14",2014-07-19,0.763758577332688
"140360-14",2014-07-20,0.239232804445713
"140360-14",2014-07-21,-0.0139651421944935
"140360-14",2014-07-22,0.286687403654695
"140360-14",2014-07-23,0.355619920103098
"140360-14",2014-07-24,0.127694625925717
"140360-14",2014-07-25,0.203392524551597
"140360-14",2014-07-26,0.192741935197628
"140360-14",2014-07-27,0.273620354373657
"140360-14",2014-07-28,0.3566146474829
"140360-14",2014-07-29,0.567786797685951
"140360-14",2014-07-30,0.400439918635544
"140360-14",2014-07-31,0.137825361372312
"140360-14",2014-08-01,0.835208710872834
"140360-14",2014-08-02,0.536250673185232
"140360-14",2014-08-03,0.211984892395015
"140360-14",2014-08-04,0.769764576899991
"140360-14",2014-08-05,0.679820401394154
"140360-14",2014-08-06,-0.0648963467145985
"140360-14",2014-08-07,-0.0890294838868056
"140360-14",2014-08-08,0.131847028187676
"140360-14",2014-08-09,0.331197980689877
"140360-14",2014-08-10,0.101860443988174
"140360-14",2014-08-11,0.0801939589346184
"140360-14",2014-08-12,1.22314004379527
