"PlotVisit","Species","Biomass","LifeForm"
"724.2015-08-12","PHYMAL",19.8118506639689,"shrub"
"727.2015-08-12","PHYMAL",57.0942552066337,"shrub"
"728.2015-08-12","PHYMAL",95.5805618984534,"shrub"
"789.2014-08-21","PHYMAL",201.424986203215,"shrub"
"790.2014-08-21","PHYMAL",55.8503298377285,"shrub"
"791.2014-08-21","PHYMAL",57.7280785358688,"shrub"
"793.2014-08-21","PHYMAL",257.540262827172,"shrub"
"825.2015-08-12","PHYMAL",50.2954452439067,"shrub"
"91.2015-07-20","PHYMAL",196.733243342789,"shrub"
"92.2015-07-20","PHYMAL",73.9451143328003,"shrub"
"94.2015-07-20","PHYMAL",41.3846464747396,"shrub"
"95.2015-07-20","PHYMAL",136.410235723889,"shrub"
"619.2014-08-13","VACCAE",0.144943413966168,"shrub"
"10.2014-08-29","VACMEM",33.4376373887865,"shrub"
"1076.2015-07-30","VACMEM",744.509949511876,"shrub"
"1078.2015-07-30","VACMEM",555.039891662779,"shrub"
"1079.2015-07-30","VACMEM",559.981280233514,"shrub"
"1080.2015-07-30","VACMEM",154.791386871633,"shrub"
"1086.2015-08-03","VACMEM",4.0878072977016,"shrub"
"109.2014-08-22","VACMEM",189.856937416982,"shrub"
"1091.2015-08-07","VACMEM",139.763203287797,"shrub"
"1092.2015-08-07","VACMEM",76.8724450593495,"shrub"
"1100.2015-08-11","VACMEM",117.183104832134,"shrub"
"1101.2015-08-11","VACMEM",193.746169927935,"shrub"
"122.2015-07-22","VACMEM",168.043718842337,"shrub"
"124.2015-07-22","VACMEM",94.9280702172767,"shrub"
"125.2015-07-22","VACMEM",45.9041497927285,"shrub"
"147.2014-07-16","VACMEM",128.818158524251,"shrub"
"162.2014-08-04","VACMEM",46.2316420340446,"shrub"
"191.2015-08-04","VACMEM",101.931674134349,"shrub"
"192.2015-08-04","VACMEM",138.806161824516,"shrub"
"193.2015-08-04","VACMEM",154.269058324621,"shrub"
"194.2015-08-03","VACMEM",463.660774752081,"shrub"
"195.2015-08-04","VACMEM",136.198044509527,"shrub"
"20.2015-07-21","VACMEM",781.939892409882,"shrub"
"206.2014-08-26","VACMEM",31.0668199693129,"shrub"
"208.2014-08-26","VACMEM",53.8352495537445,"shrub"
"209.2014-08-26","VACMEM",319.548736507615,"shrub"
"210.2014-08-26","VACMEM",62.3081815548849,"shrub"
"217.2015-08-03","VACMEM",383.96810517059,"shrub"
"218.2015-08-03","VACMEM",767.641787499449,"shrub"
"22.2015-07-21","VACMEM",207.223386504302,"shrub"
"220.2015-08-03","VACMEM",529.255574234416,"shrub"
"222.2015-08-28","VACMEM",88.0509349068331,"shrub"
"223.2015-08-28","VACMEM",25.2999230542184,"shrub"
"224.2015-08-28","VACMEM",126.975212079254,"shrub"
"24.2015-07-21","VACMEM",127.71341434712,"shrub"
"245.2014-07-24","VACMEM",16.1619870904176,"shrub"
"25.2014-08-28","VACMEM",131.286824863878,"shrub"
"26.2014-08-28","VACMEM",215.702887181695,"shrub"
"266.2014-07-24","VACMEM",283.134860700388,"shrub"
"267.2014-07-24","VACMEM",85.8169237836417,"shrub"
"268.2014-07-29","VACMEM",35.4841684276451,"shrub"
"269.2014-07-29","VACMEM",52.2539291530801,"shrub"
"27.2014-08-28","VACMEM",343.510998743191,"shrub"
"28.2014-08-28","VACMEM",887.589935935562,"shrub"
"29.2014-08-28","VACMEM",137.976193766171,"shrub"
"36.2015-08-20","VACMEM",62.324659619907,"shrub"
"39.2015-08-20","VACMEM",18.8651931014622,"shrub"
"40.2015-08-19","VACMEM",302.733555825415,"shrub"
"42.2015-08-19","VACMEM",226.919010151128,"shrub"
"425.2014-08-27","VACMEM",458.652140174581,"shrub"
"426.2014-08-27","VACMEM",351.88775235814,"shrub"
"427.2014-08-27","VACMEM",252.151561382182,"shrub"
"428.2014-08-27","VACMEM",194.092912759622,"shrub"
"429.2014-08-27","VACMEM",187.666957361885,"shrub"
"430.2015-07-24","VACMEM",382.834833608203,"shrub"
"431.2015-07-24","VACMEM",372.617451689997,"shrub"
"432.2015-07-24","VACMEM",592.309003146684,"shrub"
"459.2014-08-22","VACMEM",205.612537928981,"shrub"
"5.2014-07-17","VACMEM",17.2991822951191,"shrub"
"509.2014-08-26","VACMEM",425.786717905066,"shrub"
"511.2014-08-26","VACMEM",378.381223131662,"shrub"
"541.2015-08-21","VACMEM",17.6461308466481,"shrub"
"567.2014-08-19","VACMEM",46.3987659739484,"shrub"
"593.2014-08-21","VACMEM",23.2370226606497,"shrub"
"606.2014-08-18","VACMEM",35.3727665044369,"shrub"
"609.2014-08-18","VACMEM",34.1936227176528,"shrub"
"616.2014-08-14","VACMEM",5.0003495381348,"shrub"
"633.2014-08-25","VACMEM",22.7211814802892,"shrub"
"634.2014-08-25","VACMEM",88.7120360655013,"shrub"
"646.2014-08-15","VACMEM",82.8234550651799,"shrub"
"66.2014-08-19","VACMEM",609.621361374252,"shrub"
"7.2014-07-17","VACMEM",493.309182040519,"shrub"
"70.2014-08-19","VACMEM",42.8976416391716,"shrub"
"734.2014-08-27","VACMEM",340.218075211832,"shrub"
"736.2014-08-27","VACMEM",316.95047024341,"shrub"
"790.2014-08-21","VACMEM",31.0831572118255,"shrub"
"799.2014-07-25","VACMEM",21.9722183290247,"shrub"
"845.2014-07-24","VACMEM",399.979591624698,"shrub"
"865.2014-08-07","VACMEM",77.6465549092023,"shrub"
"866.2014-08-07","VACMEM",12.6284652932709,"shrub"
"868.2014-08-07","VACMEM",426.483346138016,"shrub"
"884.2015-08-14","VACMEM",92.1676162907593,"shrub"
"885.2015-08-13","VACMEM",49.5543714766189,"shrub"
"886.2015-08-14","VACMEM",41.3265080764495,"shrub"
"887.2015-08-14","VACMEM",149.776762521058,"shrub"
"888.2015-08-13","VACMEM",249.99887538539,"shrub"
"889.2014-08-14","VACMEM",9.5218564509928,"shrub"
"891.2014-08-14","VACMEM",187.359527693545,"shrub"
"892.2014-08-14","VACMEM",83.9114962220398,"shrub"
"896.2014-08-15","VACMEM",9.94824839544238,"shrub"
"907.2015-08-13","VACMEM",244.452649629437,"shrub"
"909.2015-08-13","VACMEM",70.7480732924297,"shrub"
"911.2015-08-13","VACMEM",146.646959582133,"shrub"
"917.2015-08-10","VACMEM",64.4237792063576,"shrub"
"918.2015-08-10","VACMEM",57.4544292138085,"shrub"
"919.2015-08-10","VACMEM",57.5845031269787,"shrub"
"920.2015-08-10","VACMEM",105.410052226898,"shrub"
"10.2014-08-29","VACSCO",1850.39075567499,"shrub"
"1026.2015-07-29","VACSCO",1826.71794477599,"shrub"
"1028.2015-07-29","VACSCO",2525.63110691784,"shrub"
"1046.2015-08-04","VACSCO",255.257479504381,"shrub"
"1047.2015-08-04","VACSCO",14.6281666567429,"shrub"
"1048.2015-08-04","VACSCO",1162.0049594967,"shrub"
"1049.2015-08-04","VACSCO",1280.90450396304,"shrub"
"1057.2015-07-27","VACSCO",1595.38816264033,"shrub"
"1059.2015-07-27","VACSCO",1274.65191621959,"shrub"
"1061.2015-07-29","VACSCO",1299.5060205553,"shrub"
"1063.2015-07-29","VACSCO",1398.9405717312,"shrub"
"1065.2015-07-29","VACSCO",631.976138274979,"shrub"
"1078.2015-07-30","VACSCO",30.3519931224682,"shrub"
"1079.2015-07-30","VACSCO",823.206140176088,"shrub"
"1080.2015-07-30","VACSCO",376.504268477395,"shrub"
"11.2014-08-29","VACSCO",1504.29487590009,"shrub"
"12.2014-08-29","VACSCO",2467.29415830256,"shrub"
"16.2015-07-23","VACSCO",2981.72886378977,"shrub"
"17.2015-07-23","VACSCO",2350.88548097223,"shrub"
"18.2015-07-23","VACSCO",3748.10640939206,"shrub"
"19.2015-07-23","VACSCO",1876.91829324073,"shrub"
"191.2015-08-04","VACSCO",1343.71322268313,"shrub"
"192.2015-08-04","VACSCO",917.112727101261,"shrub"
"193.2015-08-04","VACSCO",966.586610788131,"shrub"
"194.2015-08-03","VACSCO",122.754011003535,"shrub"
"195.2015-08-04","VACSCO",396.839046597335,"shrub"
"206.2014-08-26","VACSCO",469.69967606734,"shrub"
"207.2014-08-26","VACSCO",564.901828457174,"shrub"
"208.2014-08-26","VACSCO",855.091146088784,"shrub"
"209.2014-08-26","VACSCO",796.685882296859,"shrub"
"210.2014-08-26","VACSCO",75.7697548182962,"shrub"
"221.2015-08-28","VACSCO",18.2747251024321,"shrub"
"222.2015-08-28","VACSCO",129.592981556462,"shrub"
"223.2015-08-28","VACSCO",237.727541848651,"shrub"
"224.2015-08-28","VACSCO",36.5817995604751,"shrub"
"231.2015-08-19","VACSCO",590.385231963027,"shrub"
"232.2015-08-19","VACSCO",637.058175331691,"shrub"
"233.2015-08-19","VACSCO",932.570759927649,"shrub"
"234.2015-08-19","VACSCO",2561.04870813194,"shrub"
"235.2015-08-19","VACSCO",1179.88173302901,"shrub"
"237.2014-08-29","VACSCO",1524.81772349488,"shrub"
"238.2014-08-29","VACSCO",1393.73120883136,"shrub"
"239.2014-08-29","VACSCO",1454.37057279587,"shrub"
"240.2014-08-29","VACSCO",1091.37972581347,"shrub"
"244.2014-07-24","VACSCO",482.025623918644,"shrub"
"245.2014-07-24","VACSCO",1735.62404222296,"shrub"
"246.2014-07-24","VACSCO",1801.42761488397,"shrub"
"265.2014-07-24","VACSCO",2903.75461285865,"shrub"
"266.2014-07-24","VACSCO",454.669992392204,"shrub"
"267.2014-07-24","VACSCO",649.417360828659,"shrub"
"268.2014-07-29","VACSCO",818.6648285257,"shrub"
"269.2014-07-29","VACSCO",1411.45840218941,"shrub"
"270.2015-08-06","VACSCO",192.959847092089,"shrub"
"40.2015-08-19","VACSCO",503.147854439842,"shrub"
"430.2015-07-24","VACSCO",296.879558157672,"shrub"
"431.2015-07-24","VACSCO",830.704631414291,"shrub"
"432.2015-07-24","VACSCO",114.474419029172,"shrub"
"5.2014-07-17","VACSCO",821.011181137151,"shrub"
"509.2014-08-26","VACSCO",297.143081187381,"shrub"
"511.2014-08-26","VACSCO",604.356331559412,"shrub"
"512.2014-08-26","VACSCO",2198.34866950058,"shrub"
"538.2015-08-21","VACSCO",413.874308299381,"shrub"
"539.2015-08-21","VACSCO",716.430318745141,"shrub"
"540.2015-08-21","VACSCO",1100.71840445408,"shrub"
"541.2015-08-21","VACSCO",893.065961375525,"shrub"
"7.2014-07-17","VACSCO",601.657727991605,"shrub"
"8.2014-08-29","VACSCO",1454.11678919463,"shrub"
"864.2014-08-07","VACSCO",313.241577588603,"shrub"
"865.2014-08-07","VACSCO",162.802416319932,"shrub"
"866.2014-08-07","VACSCO",13.169548366432,"shrub"
"868.2014-08-07","VACSCO",173.074005048141,"shrub"
"871.2014-08-06","VACSCO",24.2782926318653,"shrub"
"875.2014-08-05","VACSCO",245.195027335112,"shrub"
"876.2014-08-05","VACSCO",45.3525791954139,"shrub"
"878.2014-08-05","VACSCO",7.6993157239953,"shrub"
"880.2015-08-10","VACSCO",660.073216112969,"shrub"
"881.2015-08-10","VACSCO",66.2636871319035,"shrub"
"883.2015-08-10","VACSCO",145.028622789763,"shrub"
"884.2015-08-14","VACSCO",84.1981797527385,"shrub"
"886.2015-08-14","VACSCO",43.1837317458021,"shrub"
"887.2015-08-14","VACSCO",38.286444789783,"shrub"
"914.2014-08-04","VACSCO",339.152441963399,"shrub"
"151.2015-08-18","POPBAL",6.39711394655536,"shrub"
"280.2015-08-31","POPBAL",11.9983444198336,"shrub"
"281.2015-08-21","POPBAL",8.38440796638711,"shrub"
"283.2015-08-21","POPBAL",8.01739894715523,"shrub"
"551.2015-07-28","POPBAL",6.39711394655536,"shrub"
"552.2015-07-28","POPBAL",6.36572117517478,"shrub"
"554.2015-07-28","POPBAL",79.6853695172559,"shrub"
"270.2015-08-06","POPTRE",40.8846162511336,"shrub"
"509.2014-08-26","POPTRE",33.5279638820867,"shrub"
"512.2014-08-26","POPTRE",5.46588418460377,"shrub"
"551.2015-07-28","POPTRE",16.2147569213781,"shrub"
"702.2014-07-29","POPTRE",43.5204694734638,"shrub"
"789.2014-08-21","POPTRE",4.84031737388015,"shrub"
"791.2014-08-21","POPTRE",67.2053116590409,"shrub"
"798.2014-07-30","POPTRE",5.86949746762476,"shrub"
"1016.2015-08-26","SYMALB",64.3993129796176,"shrub"
"1017.2015-08-26","SYMALB",70.2088389484664,"shrub"
"1018.2015-08-26","SYMALB",13.7066003768804,"shrub"
"1019.2015-08-26","SYMALB",154.15507258874,"shrub"
"1020.2015-08-26","SYMALB",25.2913157378862,"shrub"
"1034.2015-07-28","SYMALB",40.7388647395932,"shrub"
"1035.2015-07-28","SYMALB",143.716139288361,"shrub"
"1036.2015-07-17","SYMALB",106.385289578163,"shrub"
"1037.2015-07-17","SYMALB",35.3352436090503,"shrub"
"1038.2015-07-17","SYMALB",171.313921373014,"shrub"
"1039.2015-07-17","SYMALB",16.0762331698327,"shrub"
"1040.2015-07-17","SYMALB",19.010372328313,"shrub"
"1041.2015-08-13","SYMALB",203.306178311163,"shrub"
"1042.2015-08-13","SYMALB",56.2664756688662,"shrub"
"1044.2015-08-13","SYMALB",101.776058026292,"shrub"
"1045.2015-08-13","SYMALB",147.39797150271,"shrub"
"1051.2015-08-24","SYMALB",18.6760729273471,"shrub"
"1052.2015-08-24","SYMALB",27.7915153627053,"shrub"
"1053.2015-08-24","SYMALB",323.303370285651,"shrub"
"1071.2015-08-26","SYMALB",53.9619954486316,"shrub"
"1072.2015-08-26","SYMALB",37.7155580309893,"shrub"
"1073.2015-08-26","SYMALB",8.61304696423187,"shrub"
"1074.2015-08-26","SYMALB",194.128596990087,"shrub"
"1075.2015-08-26","SYMALB",140.723246243483,"shrub"
"1081.2015-07-28","SYMALB",34.5223096210188,"shrub"
"1083.2015-07-28","SYMALB",4.28207101933304,"shrub"
"1084.2015-07-28","SYMALB",110.637074581856,"shrub"
"1085.2015-07-28","SYMALB",37.2731326780824,"shrub"
"1086.2015-08-03","SYMALB",200.04483988126,"shrub"
"1087.2015-08-03","SYMALB",455.886110545644,"shrub"
"1088.2015-08-03","SYMALB",111.326389484846,"shrub"
"1089.2015-08-03","SYMALB",63.7497815551534,"shrub"
"1090.2015-08-03","SYMALB",149.399325410913,"shrub"
"1091.2015-08-07","SYMALB",67.6651820473839,"shrub"
"1092.2015-08-07","SYMALB",128.636894044182,"shrub"
"1093.2015-08-07","SYMALB",333.359316634442,"shrub"
"1094.2015-08-07","SYMALB",65.3230115889135,"shrub"
"1096.2015-08-11","SYMALB",69.5289254495543,"shrub"
"1099.2015-08-11","SYMALB",12.805016092074,"shrub"
"1102.2015-08-11","SYMALB",43.6363751913626,"shrub"
"1103.2015-08-11","SYMALB",201.456557519862,"shrub"
"1104.2015-08-11","SYMALB",17.1017363221678,"shrub"
"124.2015-07-22","SYMALB",4.15277357933236,"shrub"
"131.2015-08-20","SYMALB",4.74843099081574,"shrub"
"132.2015-08-20","SYMALB",102.47544912726,"shrub"
"133.2015-08-20","SYMALB",202.217695910293,"shrub"
"134.2015-08-20","SYMALB",233.749520010581,"shrub"
"135.2015-08-20","SYMALB",38.1068199660891,"shrub"
"141.2014-08-20","SYMALB",135.08454486989,"shrub"
"144.2014-08-20","SYMALB",111.816860603957,"shrub"
"145.2014-08-20","SYMALB",242.387921344101,"shrub"
"147.2014-07-16","SYMALB",506.001273270052,"shrub"
"148.2014-07-22","SYMALB",138.178593679535,"shrub"
"149.2014-07-22","SYMALB",65.4739797735361,"shrub"
"150.2014-07-22","SYMALB",378.33911904544,"shrub"
"151.2015-08-18","SYMALB",439.57140439148,"shrub"
"153.2015-08-18","SYMALB",11.2960637275629,"shrub"
"154.2015-08-18","SYMALB",222.325799053288,"shrub"
"161.2014-08-04","SYMALB",4.63742354486188,"shrub"
"162.2014-08-04","SYMALB",5.75797804323209,"shrub"
"171.2014-08-22","SYMALB",40.5903773206213,"shrub"
"173.2014-08-22","SYMALB",58.1452979691256,"shrub"
"174.2014-08-12","SYMALB",68.9825897794937,"shrub"
"175.2014-08-22","SYMALB",35.806844135551,"shrub"
"21.2015-07-21","SYMALB",80.9912106458286,"shrub"
"210.2014-08-26","SYMALB",14.4211014678082,"shrub"
"246.2014-07-24","SYMALB",38.1746551466171,"shrub"
"25.2014-08-28","SYMALB",5.00473271464926,"shrub"
"26.2014-08-28","SYMALB",8.24393446920465,"shrub"
"27.2014-08-28","SYMALB",65.4189043476038,"shrub"
"287.2015-08-17","SYMALB",41.649145734298,"shrub"
"300.2014-07-17","SYMALB",82.2345648935885,"shrub"
"301.2014-07-17","SYMALB",72.646596724572,"shrub"
"303.2014-07-17","SYMALB",105.595609101265,"shrub"
"306.2014-08-04","SYMALB",206.51524762807,"shrub"
"307.2014-08-04","SYMALB",10.745699903825,"shrub"
"364.2014-06-16","SYMALB",125.36101529165,"shrub"
"364.2014-08-18","SYMALB",25.5019961519305,"shrub"
"364.2014-09-03","SYMALB",14.3916499121238,"shrub"
"364.2014-09-22","SYMALB",73.5646020429418,"shrub"
"364.2015-09-09","SYMALB",103.429253415866,"shrub"
"364.2015-09-23","SYMALB",29.1850307794052,"shrub"
"366.2014-08-18","SYMALB",251.921594079815,"shrub"
"368.2014-08-18","SYMALB",1154.35714555736,"shrub"
"385.2015-08-05","SYMALB",179.912795539798,"shrub"
"39.2015-08-20","SYMALB",15.2617853494847,"shrub"
"429.2014-08-27","SYMALB",12.6536461187712,"shrub"
"444.2015-07-24","SYMALB",48.2220275970011,"shrub"
"445.2015-07-24","SYMALB",40.5688632018095,"shrub"
"446.2015-07-24","SYMALB",4.98285523283562,"shrub"
"447.2014-08-28","SYMALB",113.416233113453,"shrub"
"448.2014-08-28","SYMALB",77.591865768469,"shrub"
"449.2014-08-28","SYMALB",316.94444315232,"shrub"
"459.2014-08-22","SYMALB",36.5453380558212,"shrub"
"460.2014-08-07","SYMALB",201.809288676648,"shrub"
"461.2014-08-15","SYMALB",19.6664226570977,"shrub"
"462.2014-08-07","SYMALB",245.659641625972,"shrub"
"464.2014-08-12","SYMALB",26.1602888902984,"shrub"
"465.2014-08-12","SYMALB",228.889851871291,"shrub"
"466.2014-08-12","SYMALB",330.179199262493,"shrub"
"467.2014-08-12","SYMALB",67.61615216282,"shrub"
"468.2014-08-12","SYMALB",195.702200887015,"shrub"
"473.2014-07-21","SYMALB",100.653858536825,"shrub"
"486.2015-08-18","SYMALB",4.48950975583473,"shrub"
"498.2014-07-31","SYMALB",26.1351750890907,"shrub"
"505.2015-07-17","SYMALB",164.471358127632,"shrub"
"506.2015-07-17","SYMALB",1079.0836707168,"shrub"
"507.2015-07-17","SYMALB",235.063244670123,"shrub"
"508.2015-07-17","SYMALB",308.818409954501,"shrub"
"528.2014-08-06","SYMALB",195.362339283319,"shrub"
"529.2014-08-06","SYMALB",278.562331257474,"shrub"
"551.2015-07-28","SYMALB",424.105215195219,"shrub"
"552.2015-07-28","SYMALB",464.218433473828,"shrub"
"554.2015-07-28","SYMALB",297.892632020642,"shrub"
"567.2014-08-19","SYMALB",85.925795608958,"shrub"
"569.2014-08-19","SYMALB",68.9504133317801,"shrub"
"570.2014-08-19","SYMALB",27.4355218016255,"shrub"
"571.2014-08-19","SYMALB",25.3538504877651,"shrub"
"573.2014-08-25","SYMALB",9.57370453915385,"shrub"
"575.2014-08-25","SYMALB",66.0877076800936,"shrub"
"577.2014-08-20","SYMALB",45.3692287543502,"shrub"
"580.2014-08-20","SYMALB",5.60366199058921,"shrub"
"581.2014-08-20","SYMALB",184.343801944468,"shrub"
"594.2014-08-21","SYMALB",67.4288680916794,"shrub"
"605.2014-08-18","SYMALB",16.6984223939178,"shrub"
"619.2014-08-13","SYMALB",5.42964492637013,"shrub"
"620.2015-07-29","SYMALB",57.0273967472304,"shrub"
"621.2015-07-29","SYMALB",285.70787091771,"shrub"
"623.2015-07-29","SYMALB",37.8628368713744,"shrub"
"632.2014-08-25","SYMALB",4.29710218753739,"shrub"
"633.2014-08-25","SYMALB",31.4022884468972,"shrub"
"646.2014-08-15","SYMALB",36.5980597171875,"shrub"
"648.2014-08-15","SYMALB",42.2117606550289,"shrub"
"649.2014-08-15","SYMALB",80.5208505173302,"shrub"
"671.2014-07-16","SYMALB",260.340881981759,"shrub"
"672.2014-07-15","SYMALB",4.77764244586619,"shrub"
"673.2014-07-15","SYMALB",348.250691331651,"shrub"
"674.2014-07-16","SYMALB",756.000046238534,"shrub"
"675.2014-07-15","SYMALB",994.609540480685,"shrub"
"676.2014-07-15","SYMALB",1212.37680481385,"shrub"
"677.2014-07-15","SYMALB",298.431740973955,"shrub"
"681.2014-06-23","SYMALB",194.874631490611,"shrub"
"681.2014-07-10","SYMALB",285.356586597899,"shrub"
"681.2014-09-04","SYMALB",32.6178602404979,"shrub"
"681.2014-09-23","SYMALB",204.006153722993,"shrub"
"681.2015-05-28","SYMALB",13.4960895110908,"shrub"
"681.2015-06-16","SYMALB",110.916315194526,"shrub"
"681.2015-07-03","SYMALB",141.954434470943,"shrub"
"681.2015-08-07","SYMALB",13.5000312953402,"shrub"
"681.2015-09-09","SYMALB",117.143020763923,"shrub"
"681.2015-09-23","SYMALB",95.3504568443822,"shrub"
"69.2014-08-19","SYMALB",356.104069115022,"shrub"
"695.2015-08-25","SYMALB",125.081885488419,"shrub"
"700.2014-07-28","SYMALB",164.568494729495,"shrub"
"701.2014-07-29","SYMALB",164.22408884943,"shrub"
"702.2014-07-29","SYMALB",135.657490845814,"shrub"
"709.2014-07-30","SYMALB",264.620342489919,"shrub"
"71.2014-07-18","SYMALB",121.793319262734,"shrub"
"711.2014-07-30","SYMALB",183.329316895964,"shrub"
"712.2014-07-30","SYMALB",91.8104632112736,"shrub"
"713.2014-07-29","SYMALB",168.007321431748,"shrub"
"72.2014-07-16","SYMALB",45.6945190465295,"shrub"
"720.2014-07-29","SYMALB",159.048498782941,"shrub"
"723.2014-07-28","SYMALB",186.82167251995,"shrub"
"724.2015-08-12","SYMALB",186.040728780628,"shrub"
"725.2015-08-12","SYMALB",50.6416829970028,"shrub"
"726.2015-08-12","SYMALB",301.447367638905,"shrub"
"727.2015-08-12","SYMALB",99.1776696641981,"shrub"
"728.2015-08-12","SYMALB",177.052546886232,"shrub"
"73.2014-07-15","SYMALB",231.375175378587,"shrub"
